Product_Name,Category,Sub_Category,Inventory_Days,Profit,Action_Recommended
Avery 52,Office Supplies,Labels,8.130081174124753,6.9372,No Action Needed
"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,0.5827505878445564,2.0592,No Action Needed
O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,0.291735142820427,-6.049,No Action Needed
Newell 346,Office Supplies,Art,13.020833892822289,0.2592,Bundle Promotions
Samsung Galaxy S4 Mini,Technology,Phones,0.07978893333462861,211.4955,No Action Needed
Xerox 1891,Office Supplies,Paper,0.766714405670588,105.6456,Run Clearance Promotions
Avery 488,Office Supplies,Labels,11.904761994520031,1.764,Bundle Promotions
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,0.2190100731577002,213.6888,Run Clearance Promotions
GBC Imprintable Covers,Office Supplies,Binders,2.732240551623921,10.7604,No Action Needed
Xerox 224,Office Supplies,Paper,4.629629615340649,12.4416,No Action Needed
HTC One Mini,Technology,Phones,0.2976426673954441,70.5544,Run Clearance Promotions
Dell Slim USB Multimedia Keyboard,Technology,Accessories,1.2,12.0,No Action Needed
Contemporary Wood/Metal Frame,Furniture,Furnishings,4.641088947363086,-32.32,Liquidate Inventory
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,8.581235571529282,0.5244,No Action Needed
O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,0.14926858553020825,140.686,Run Clearance Promotions
Self-Adhesive Removable Labels,Office Supplies,Labels,9.523809523809524,7.56,No Action Needed
Fellowes Super Stor/Drawer Files,Office Supplies,Storage,0.18570101784965581,61.389,No Action Needed
Avery 474,Office Supplies,Labels,13.02083389423514,3.3408,Bundle Promotions
Xerox 227,Office Supplies,Paper,5.787037020292139,3.6288,No Action Needed
KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories,1.9973368229843582,2.7036,No Action Needed
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,1.77409818302692,9.1314,No Action Needed
Memorex Froggy Flash Drive 8 GB,Technology,Accessories,1.6901408450704225,27.69,No Action Needed
GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,5.971337379939355,7.85,No Action Needed
Hon 94000 Series Round Tables,Furniture,Tables,0.10128975178348716,239.9058,Run Clearance Promotions
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,0.502008046199188,133.8624,Run Clearance Promotions
AT&T 1080 Corded phone,Technology,Phones,0.3649901441559294,-35.6174,No Action Needed
BIC Brite Liner Highlighters,Office Supplies,Art,9.057970918771442,3.6432,No Action Needed
"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,20.604396021861046,0.91,Bundle Promotions
Logitech diNovo Edge Keyboard,Technology,Accessories,0.15000600345455256,52.4979,Run Clearance Promotions
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,0.2849273369244686,31.587,No Action Needed
Fashion Color Clasp Envelopes,Office Supplies,Envelopes,5.545286663637206,7.9527,No Action Needed
GBC ProClick Punch Binding System,Office Supplies,Binders,0.4688965391068111,156.751,No Action Needed
Staple envelope,Office Supplies,Envelopes,5.281690298923829,5.3392,No Action Needed
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,0.13330963481042957,290.3016,No Action Needed
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings,1.432664763516811,30.7818,No Action Needed
"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,0.4898758847070198,0.0,Run Clearance Promotions
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,4.629629503410307,9.3312,No Action Needed
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,3.597122235305282,8.34,No Action Needed
Macally Suction Cup Mount,Technology,Phones,2.5104601524698618,0.0,Run Clearance Promotions
Eldon Image Series Black Desk Accessories,Furniture,Furnishings,7.246376764918669,4.4712,No Action Needed
Jabra SPEAK 410,Technology,Phones,0.31918289909823633,52.6344,No Action Needed
"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,9.079903419767081,2.1476,No Action Needed
Steel Personal Filing/Posting Tote,Office Supplies,Storage,0.8448324167547305,67.1139,Run Clearance Promotions
"Executive Impressions 14""",Furniture,Furnishings,1.3495276932425884,9.7812,No Action Needed
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,5.0167223920873365,1.0166,No Action Needed
Cisco Small Business SPA 502G VoIP phone,Technology,Phones,0.36560397881090473,21.5397,No Action Needed
"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,4.244482269258229,-7.7748,No Action Needed
Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,0.14963340546371187,-300.735,No Action Needed
Motorla HX550 Universal Bluetooth Headset,Technology,Phones,0.7585335165683474,39.55,No Action Needed
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,0.732064429931181,157.3632,Run Clearance Promotions
Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,0.33156497446128796,81.432,No Action Needed
Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,0.09836388393287408,411.7365,No Action Needed
Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,0.15306904176220373,158.7519,No Action Needed
Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,0.11313496428078113,95.4612,No Action Needed
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,6.02409655489428,7.3206,No Action Needed
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,0.49204525848032954,35.3626,No Action Needed
"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,1.7113519806064441,36.813,Run Clearance Promotions
Easy-staple paper,Office Supplies,Paper,6.02409655489428,7.0218,No Action Needed
Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,Machines,0.06667407608265942,364.4595,No Action Needed
Sauder Inglewood Library Bookcases,Furniture,Bookcases,0.21932390298354537,5.1294,No Action Needed
"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,1.9633508197118026,20.7808,No Action Needed
Avery Binder Labels,Office Supplies,Binders,25.706939662483567,-0.8558,Phase Out (with Discounting)
Berol Giant Pencil Sharpener,Office Supplies,Art,1.7657445795245,4.9271,No Action Needed
KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories,3.6478597905887153,0.0,No Action Needed
Avery 520,Office Supplies,Labels,11.904761994520031,0.882,Bundle Promotions
Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,0.12307843940329652,-121.8735,No Action Needed
Avery 52,Office Supplies,Labels,10.162601961671305,1.9926,No Action Needed
Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,5.733944917597191,5.1012,No Action Needed
"Master Caster Door Stop, Brown",Furniture,Furnishings,14.763779055292499,-3.9624,Phase Out (with Discounting)
"Global Stack Chair without Arms, Black",Furniture,Chairs,1.4434179864246486,2.598,No Action Needed
Bevis Steel Folding Chairs,Furniture,Chairs,0.3908285585764907,23.028,No Action Needed
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,9.842519625837863,5.715,Run Clearance Promotions
Avery 498,Office Supplies,Labels,10.380622460219598,2.7166,No Action Needed
Fellowes Binding Cases,Office Supplies,Binders,3.2051281972260153,38.025,Run Clearance Promotions
Design Ebony Sketching Pencil,Office Supplies,Art,21.582733419595268,1.0842,Bundle Promotions
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,1.78997610908744,6.704,No Action Needed
Eldon Simplefile Box Office,Office Supplies,Storage,2.4115755827328087,10.4496,No Action Needed
Avery 517,Office Supplies,Labels,8.130080965915363,8.6715,No Action Needed
Xerox 214,Office Supplies,Paper,4.629629615340649,12.4416,No Action Needed
Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,0.010714316546644849,3919.989,No Action Needed
Polycom CX600 IP Phone VoIP phone,Technology,Phones,0.10001666536021286,647.892,Run Clearance Promotions
Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,2.347417784169809,28.755,No Action Needed
i.Sound Portable Power - 8000 mAh,Technology,Phones,0.5661445376274236,0.5299,No Action Needed
SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,1.9716088843135207,9.1296,No Action Needed
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Machines,0.3215951141675144,-935.9595,Liquidate Inventory
Accohide Poly Flexible Ring Binders,Office Supplies,Binders,26.737967271011485,-7.48,Phase Out (with Discounting)
Xerox 1952,Office Supplies,Paper,6.02409655489428,7.0218,No Action Needed
24-Hour Round Wall Clock,Furniture,Furnishings,1.5015015360706059,17.1828,No Action Needed
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,1.4076576394939073,4.2624,No Action Needed
SAFCO Arco Folding Chair,Furniture,Chairs,0.13577117618724258,24.858,No Action Needed
Stackable Trays,Furniture,Furnishings,12.175324742032013,0.7392,Bundle Promotions
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,20.74688791228342,-5.784,Phase Out (with Discounting)
Fellowes Super Stor/Drawer Files,Office Supplies,Storage,0.18570101784965581,61.389,No Action Needed
"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,6.302520703869798,9.3296,No Action Needed
Angle-D Ring Binders,Office Supplies,Binders,6.855575732598287,4.2666,No Action Needed
Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,1.403180555908016,16.6764,No Action Needed
Safco Contoured Stacking Chairs,Furniture,Chairs,0.1398210306793509,143.04,No Action Needed
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Technology,Accessories,1.0003334521532743,2.999,No Action Needed
White Computer Printout Paper by Universal,Office Supplies,Paper,0.967492238220957,67.4424,Run Clearance Promotions
Motorola L804,Technology,Phones,0.8153946550003,4.1391,No Action Needed
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,12.886597557580076,6.2856,Bundle Promotions
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,1.5600624395438647,23.6529,No Action Needed
"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders,2.1023124765202503,20.1207,No Action Needed
Xerox 2000,Office Supplies,Paper,4.629629615340649,6.2208,No Action Needed
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,0.2190100731577002,213.6888,Run Clearance Promotions
Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,0.8583691109924051,28.3095,No Action Needed
Bestar Classic Bookcase,Furniture,Bookcases,0.3529764832547756,19.998,No Action Needed
Avery Non-Stick Binders,Office Supplies,Binders,8.351893080267459,3.5022,No Action Needed
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,7.63747428250257,4.2717,No Action Needed
Green Bar Computer Printout Paper,Office Supplies,Paper,0.545851512162346,80.7912,No Action Needed
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,0.06960880172855607,77.5764,No Action Needed
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,2.345215793766801,8.9544,No Action Needed
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,0.22923512740316437,65.435,No Action Needed
Avery 514,Office Supplies,Labels,10.416666941550933,7.056,Bundle Promotions
Convenience Packs of Business Envelopes,Office Supplies,Envelopes,8.287293077134406,5.1042,No Action Needed
SAFCO Arco Folding Chair,Furniture,Chairs,0.13577117617188106,99.432,No Action Needed
Google Nexus 5,Technology,Phones,0.16667592517759125,494.9725,Run Clearance Promotions
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,0.7503751962274284,35.982,No Action Needed
Acco 3-Hole Punch,Office Supplies,Binders,6.849314889441427,4.2048,No Action Needed
Avery 499,Office Supplies,Labels,7.530120542410606,1.2948,No Action Needed
Bevis 44 x 96 Conference Tables,Furniture,Tables,0.24283633152527662,-142.071,No Action Needed
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,21.88183725243281,-2.0108,Phase Out (with Discounting)
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,1.1319046033657714,20.8719,No Action Needed
Easy-staple paper,Office Supplies,Paper,1.058126437706371,9.5688,No Action Needed
"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,0.7355825741900494,4.5882,No Action Needed
Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,1.132502840876298,29.6688,No Action Needed
Xerox 1913,Office Supplies,Paper,0.5407353923470023,79.8912,No Action Needed
Global Italian Leather Office Chair,Furniture,Chairs,0.2290426004958661,212.1876,Run Clearance Promotions
Advantus Motivational Note Cards,Office Supplies,Paper,2.290076269448169,12.838,No Action Needed
Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,0.11313497206715642,238.653,No Action Needed
Xerox 1888,Office Supplies,Paper,0.5407353923470023,79.8912,No Action Needed
Pencil and Crayon Sharpener,Office Supplies,Art,17.12328722360357,0.7665,Bundle Promotions
Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,0.6883259970328702,4.3584,No Action Needed
"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,18.939393426964465,-8.1312,Phase Out (with Discounting)
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,2.384358649225791,-16.776,No Action Needed
Avery Durable Binders,Office Supplies,Binders,10.416666941550933,7.056,Bundle Promotions
Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,0.24195499160924122,111.591,No Action Needed
"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,1.3404826240395622,42.0744,No Action Needed
I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,0.25642998771154163,152.0883,No Action Needed
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,0.1818291957084637,49.497,No Action Needed
Satellite Sectional Post Binders,Office Supplies,Binders,0.863856248791521,101.5794,Run Clearance Promotions
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,0.9379689504738624,29.985,No Action Needed
Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,18.726591783678643,-2.4564,Phase Out (with Discounting)
Ibico Presentation Index for Binding Systems,Office Supplies,Binders,37.68844203113557,-6.567,Phase Out (with Discounting)
"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,9.554140243011888,7.065,No Action Needed
BIC Brite Liner Grip Highlighters,Office Supplies,Art,22.865853026762824,1.64,Bundle Promotions
Storex Dura Pro Binders,Office Supplies,Binders,16.835016220944976,-4.455,Phase Out (with Discounting)
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,5.813953661138158,5.6115,No Action Needed
AT&T 17929 Lendline Telephone,Technology,Phones,0.8289124943273374,8.1432,No Action Needed
"Contract Clock, 14"", Brown",Furniture,Furnishings,1.3648771424266086,37.366,No Action Needed
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,1.9500780259369503,4.0383,No Action Needed
Xerox 1912,Office Supplies,Paper,1.9768055292336575,10.6232,No Action Needed
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Technology,Machines,0.1461098280561791,-16.426,No Action Needed
Cisco TelePresence System EX90 Videoconferencing Unit,Technology,Machines,0.007951063687270528,-1811.078,Liquidate Inventory
Xerox 195,Office Supplies,Paper,5.613772599531013,7.4816,No Action Needed
Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,11.227545198711864,1.002,Bundle Promotions
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,1.9500780253031498,8.0766,No Action Needed
Staples,Office Supplies,Fasteners,4.752851505210275,5.9175,No Action Needed
"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,0.7355825970357227,15.294,No Action Needed
Xerox 1944,Office Supplies,Paper,0.7739938160370878,56.9772,No Action Needed
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,1.3574660009008854,17.238,Run Clearance Promotions
Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,3.597122235305282,4.3368,No Action Needed
Xerox 215,Office Supplies,Paper,4.629629503410307,9.3312,No Action Needed
Xerox 1885,Office Supplies,Paper,0.6244795883088339,92.2368,No Action Needed
"Computer Room Manger, 14""",Furniture,Furnishings,0.9236453177595566,81.8496,Run Clearance Promotions
Bady BDG101FRU Card Printer,Technology,Machines,0.04687558711672864,215.9973,No Action Needed
Acco D-Ring Binder w/DublLock,Office Supplies,Binders,4.677268449687498,-8.9796,No Action Needed
Nu-Dell Leatherette Frames,Furniture,Furnishings,2.615062733582184,9.1776,No Action Needed
Sanford Liquid Accent Highlighters,Office Supplies,Art,4.491018044001818,22.2444,Run Clearance Promotions
AT&T CL2909,Technology,Phones,0.2976426630643209,37.797,No Action Needed
Prang Drawing Pencil Set,Office Supplies,Art,10.791367201490615,5.56,Bundle Promotions
Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,0.46160949365226056,62.3904,No Action Needed
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,0.8335648402225916,15.1158,No Action Needed
AT&T EL51110 DECT,Technology,Phones,0.23811413528656514,109.6113,No Action Needed
"Fellowes Mobile File Cart, Black",Office Supplies,Storage,0.4824702453402851,33.5772,No Action Needed
12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,3.7537537803694585,-14.3856,No Action Needed
OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,10.744985155089065,2.7222,Bundle Promotions
Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,2.575549376254757,5.096,No Action Needed
Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,1.8472907097812397,12.18,No Action Needed
Avery 512,Office Supplies,Labels,10.380622973862863,6.7915,Bundle Promotions
GBC Recycled Regency Composition Covers,Office Supplies,Binders,0.6273000831849467,31.0856,No Action Needed
Jabra Supreme Plus Driver Edition Headset,Technology,Phones,0.41670139039352816,-71.994,No Action Needed
Bevis Rectangular Conference Tables,Furniture,Tables,0.34251268303843174,-140.1408,No Action Needed
Angle-D Ring Binders,Office Supplies,Binders,18.281535292499008,-1.3128,Phase Out (with Discounting)
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,0.33335555290960145,94.4937,Run Clearance Promotions
Newell 311,Office Supplies,Art,13.574660400073713,1.7901,Bundle Promotions
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,0.15000749624960635,343.9828,No Action Needed
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,0.2789919123480916,21.506,No Action Needed
"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,0.8110299712752,19.9746,No Action Needed
DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,5.376344159247698,2.1762,No Action Needed
Easy-staple paper,Office Supplies,Paper,2.442996795887756,23.0864,No Action Needed
BlackBerry Q10,Technology,Phones,0.23811413528656514,94.4925,No Action Needed
"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,4.966887560539329,19.8716,Run Clearance Promotions
Bestar Classic Bookcase,Furniture,Bookcases,0.30003000180006,56.9943,No Action Needed
Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,0.6668148228439897,43.1904,No Action Needed
Compact Automatic Electric Letter Opener,Office Supplies,Supplies,0.2514458185905813,9.5448,No Action Needed
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,2.309468863062189,1.5588,No Action Needed
Staple envelope,Office Supplies,Envelopes,3.2106163545172954,17.52,No Action Needed
"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,1.6977928620636975,13.4292,No Action Needed
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,0.6986492384712045,100.4796,Run Clearance Promotions
netTALK DUO VoIP Telephone Service,Technology,Phones,0.7144218065368466,47.241,No Action Needed
Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,0.3750375188940292,21.9978,No Action Needed
"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,0.12856113811551864,-130.0104,No Action Needed
SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,4.416961249425122,-1.3584,No Action Needed
SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,10.940919260646055,-6.0324,Phase Out (with Discounting)
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,0.1537011225178938,73.194,No Action Needed
Advantus Rolling Drawer Organizers,Office Supplies,Storage,0.7796257818360209,110.0528,Run Clearance Promotions
Hon Olson Stacker Stools,Furniture,Chairs,0.26631630661509836,22.5296,No Action Needed
Prang Drawing Pencil Set,Office Supplies,Art,10.79136701710574,2.224,Bundle Promotions
Plantronics S12 Corded Telephone Headset System,Technology,Accessories,0.2783189577380799,129.348,No Action Needed
Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,0.1913362872985888,68.5965,No Action Needed
Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,0.10361620385674099,419.8185,No Action Needed
Xerox 1903,Office Supplies,Paper,5.01672239124842,5.8604,No Action Needed
Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,0.3750468789846387,71.991,No Action Needed
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,1.56006243961147,31.5372,No Action Needed
Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,0.24931438165878214,125.1432,No Action Needed
"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,3.099173455749269,23.232,No Action Needed
Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,30.30302999693909,0.4356,Bundle Promotions
Canvas Sectional Post Binders,Office Supplies,Binders,1.472898718084498,36.917,No Action Needed
GBC Plasticlear Binding Covers,Office Supplies,Binders,8.710801579207931,-7.5768,No Action Needed
Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,4.814636388313301,-23.8855,No Action Needed
Plastic Stacking Crates & Casters,Office Supplies,Storage,6.720429768795542,0.6696,No Action Needed
Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,0.8724988653421277,3.8682,No Action Needed
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,0.12472974999957827,312.676,Run Clearance Promotions
APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,1.8638170198336605,-80.48,No Action Needed
Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,4.189944223528339,-0.6265,Liquidate Inventory
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,1.8759379009477248,1.7991,No Action Needed
Crate-A-Files,Office Supplies,Storage,2.7522935779816518,14.17,No Action Needed
Staple-based wall hangings,Furniture,Furnishings,4.711055254187868,5.7312,No Action Needed
Ibico Standard Transparent Covers,Office Supplies,Binders,1.8203883999581738,24.2256,No Action Needed
Xerox 222,Office Supplies,Paper,5.787037020292139,3.6288,No Action Needed
"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,0.5827505736946298,1.5444,No Action Needed
Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,3.4435261052982704,4.5738,Run Clearance Promotions
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,0.3069587496359482,-13.7976,No Action Needed
3M Hangers With Command Adhesive,Furniture,Furnishings,10.135135002453891,6.216,Run Clearance Promotions
Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,37.878789026629974,0.7425,Bundle Promotions
Avery 505,Office Supplies,Labels,2.027027001004383,29.6,No Action Needed
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,13.636363636363637,9.68,Bundle Promotions
Digium D40 VoIP phone,Technology,Phones,0.23257615877844118,74.8142,No Action Needed
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,2.5012505345969664,-15.992,No Action Needed
Mediabridge Sport Armband iPhone 5s,Technology,Phones,5.005005040492612,-15.5844,No Action Needed
Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,0.19948930382464963,0.0,No Action Needed
Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,7.5949366175292425,2.528,No Action Needed
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,2.5702535714898103,-24.803,No Action Needed
Newell 343,Office Supplies,Art,12.755101498507589,1.4406,Bundle Promotions
12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,3.7537538401765147,-23.976,No Action Needed
Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,2.311248155868579,7.5284,No Action Needed
Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,2.4813895466931575,10.881,No Action Needed
Xerox 224,Office Supplies,Paper,4.629629616055098,3.1104,No Action Needed
Pyle PMP37LED,Technology,Phones,0.39066568961921816,94.0702,Run Clearance Promotions
AT&T 1080 Corded phone,Technology,Phones,0.2737426017682862,38.3572,No Action Needed
Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,11.609907544368586,6.5569,Bundle Promotions
O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,0.2917351501020087,-18.147,No Action Needed
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,8.982036156728464,4.1416,No Action Needed
Xerox 1884,Office Supplies,Paper,1.5015015360706059,18.7812,No Action Needed
Binding Machine Supplies,Office Supplies,Binders,1.028453847970048,70.008,No Action Needed
Panasonic KX-TG9471B,Technology,Phones,0.1913362872985888,78.396,No Action Needed
Lumber Crayons,Office Supplies,Art,3.807106543907342,1.773,No Action Needed
9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,2.175489541401349,17.3754,No Action Needed
Xerox 1962,Office Supplies,Paper,7.009345712507644,5.778,No Action Needed
Xerox 1953,Office Supplies,Paper,7.009345709778148,11.556,Run Clearance Promotions
"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,1.2627325840720975,-2.0364,No Action Needed
Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,6.3694267002042,0.471,No Action Needed
Xerox 228,Office Supplies,Paper,4.629629615340649,6.2208,No Action Needed
"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,0.2127961339307339,56.392,No Action Needed
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,0.10684369609118954,28.0784,No Action Needed
Xerox 191,Office Supplies,Paper,1.5015014405463214,84.5154,Run Clearance Promotions
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,0.9699320953449846,76.0878,Run Clearance Promotions
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,0.42034468146183357,36.3987,No Action Needed
